Address	Length	Type	String
.rdata:00732878	00000009	C	isFadeIn
.rdata:00732884	00000009	C	fadeTime
.rdata:00732954	00000009	C	PlayOnce
.rdata:00732960	00000012	C	EnableLimbSyncing
.rdata:00732974	00000006	C	Glass
.rdata:0073297C	0000000A	C	Furniture
.rdata:00732988	0000000B	C	FibreGlass
.rdata:00732994	00000006	C	Blood
.rdata:0073299C	00000006	C	Metal
.rdata:007329AC	00000009	C	Concrete
.rdata:007329B8	00000006	C	Arrow
.rdata:007329C4	00000006	C	Water
.rdata:007329CC	00000007	C	Gravel
.rdata:007329DC	00000006	C	Grass
.rdata:007329EC	00000008	C	Asphalt
.rdata:007329F4	00000008	C	Default
.rdata:00732A44	0000001C	C	CollisionBehaviourTypeGroup
.rdata:00732A60	00000015	C	CollisionSurfaceType
.rdata:00732A9C	0000000C	C	VehicleOnly
.rdata:00732B70	0000000B	C	SeeThrough
.rdata:00732B7C	0000000D	C	ShootThrough
.rdata:00732BA0	00000025	C	VelocityBasedCollisionBehaviourGroup
.rdata:00732BC8	00000007	C	Common
.rdata:00732BD0	00000008	C	SkidMud
.rdata:00732BD8	0000000A	C	SkidWater
.rdata:00732BE4	0000000B	C	SkidGravel
.rdata:00732BF0	00000009	C	SkidDirt
.rdata:00732BFC	0000000A	C	SkidGrass
.rdata:00732C08	00000009	C	SkidSand
.rdata:00732C14	0000000C	C	SkidAsphalt
.rdata:00732C20	0000000C	C	SkidDefault
.rdata:00732C2C	0000001B	C	CollisionManagerFlowClient
.rdata:00732CD4	00000015	C	LOSManagerFlowClient
.rdata:00732D02	0000000B	C	'7OnBumped
.rdata:00732D14	00000009	C	OnPickup
.rdata:00732D20	00000009	C	drugsLrg
.rdata:00732D2C	0000000F	C	crateFloatingA
.rdata:00732D3C	0000000A	C	TargetSet
.rdata:00732D48	0000000A	C	duck_null
.rdata:00732D54	0000000D	C	fightmove_00
.rdata:00732D64	00000010	C	gAutoTauntMelee
.rdata:00732D74	00000006	C	punch
.rdata:00732D7C	00000006	C	melee
.rdata:00732D84	00000011	C	WEAPONBUTTDAMAGE
.rdata:00732D98	0000000B	C	Push_Block
.rdata:00732DA4	0000000A	C	A80_Death
.rdata:00732DB0	00000022	C	CollisionShotgunRayBehaviourGroup
.rdata:00732E08	00000006	C	flyby
.rdata:00732E10	0000000C	C	OnFirstShot
.rdata:00732E1C	00000019	C	DEC_DecorItemScriptClass
.rdata:00732F08	00000014	C	CharBulletHierarchy
.rdata:00732F1C	0000001C	C	DwCharacterDamageablePickup
.rdata:00732F38	00000012	C	DwCharacterPickup
.rdata:00732F4C	00000010	C	DwVehiclePickup
.rdata:00732F5C	0000000B	C	BoatPickup
.rdata:00732F68	00000007	C	Pickup
.rdata:00732F78	0000000A	C	Explosion
.rdata:00732F84	00000007	C	Bullet
.rdata:00732F8C	00000014	C	PlayerTriggerVolume
.rdata:00732FA0	00000006	C	Wheel
.rdata:00732FA8	00000014	C	AirplaneHardCeiling
.rdata:00732FBC	0000000B	C	WaterPlane
.rdata:00732FC8	00000013	C	VehicleGroundPlane
.rdata:00732FDC	0000000C	C	DroppedProp
.rdata:00732FE8	0000000D	C	AttachedProp
.rdata:00732FF8	00000012	C	StatePropAirplane
.rdata:0073300C	0000000D	C	StatePropCar
.rdata:0073301C	0000000E	C	StatePropBoat
.rdata:0073302C	00000011	C	StatePropVehicle
.rdata:00733040	0000000D	C	PropAirplane
.rdata:00733050	00000008	C	PropCar
.rdata:00733058	00000009	C	PropBoat
.rdata:00733064	0000000C	C	PropVehicle
.rdata:00733070	0000000D	C	ScriptObject
.rdata:00733080	00000011	C	DropTargetVolume
.rdata:00733094	0000000E	C	TriggerVolume
.rdata:007330A4	00000013	C	CharacterBulletCol
.rdata:007330B8	00000010	C	PlayerBulletCol
.rdata:00733100	00000007	C	bullet
.rdata:00733110	0000000B	C	Fibreglass
.rdata:0073311C	00000006	C	metal
.rdata:00733134	00000009	C	concrete
.rdata:00733168	00000028	C	HandleVehicleToVehicleCollisionDialogue
.rdata:00733194	00000008	C	vehicle
.rdata:0073319C	00000006	C	shake
.rdata:007331A4	00000008	C	closing
.rdata:007331B0	00000006	C	Count
.rdata:007331C0	0000000E	C	Cal50_Vehicle
.rdata:007331D0	00000006	C	Cal50
.rdata:007331DC	00000010	C	GrenadeLauncher
.rdata:007331EC	00000010	C	MissileLauncher
.rdata:007331FC	00000008	C	Bazooka
.rdata:00733204	00000006	C	MAC10
.rdata:00733218	00000008	C	Sniper2
.rdata:00733220	00000007	C	Sniper
.rdata:00733228	0000000A	C	M16Mortar
.rdata:00733238	0000000C	C	AK47Shotgun
.rdata:0073324C	0000000C	C	SpazShotgun
.rdata:00733258	00000008	C	Shotgun
.rdata:00733260	0000000C	C	DesertEagle
.rdata:0073326C	00000008	C	Super38
.rdata:00733274	00000007	C	Colt45
.rdata:0073327C	0000000A	C	MetalPipe
.rdata:00733288	00000008	C	Machete
.rdata:00733290	00000008	C	Crowbar
.rdata:007332A0	00000012	C	AirplaneActionMap
.rdata:007332B4	0000000E	C	BoatActionMap
.rdata:007332C4	00000018	C	WheeledVehicleActionMap
.rdata:007332DC	00000013	C	CharacterActionMap
.rdata:00733374	00000009	C	Button_1
.rdata:00733380	00000009	C	Button_0
.rdata:0073338C	00000007	C	Mouse0
.rdata:00733394	00000013	C	g_DisableVibration
.rdata:007333A8	0000000A	C	MouseHand
.rdata:007333B4	00000006	C	Mouse
.rdata:007333C0	00000009	C	Joystick
.rdata:007333D0	00000007	C	X-axis
.rdata:007333E4	00000007	C	Y-axis
.rdata:007333F4	00000009	C	Numpad 8
.rdata:00733400	00000009	C	Numpad 4
.rdata:0073340C	00000009	C	Numpad 6
.rdata:00733418	00000009	C	Numpad 2
.rdata:00733448	0000000A	C	Keyboard0
.rdata:00733458	00000007	C	Z Axis
.rdata:00733460	00000022	C	XBOX 360 For Windows (Controller)
.rdata:00733484	00000007	C	Select
.rdata:0073348C	00000006	C	Start
.rdata:007334A8	00000007	C	Square
.rdata:007334B0	00000009	C	Triangle
.rdata:007334BC	00000007	C	Circle
.rdata:007334C4	00000009	C	DPadDown
.rdata:007334D0	00000007	C	DPadUp
.rdata:007334D8	0000000A	C	DPadRight
.rdata:007334E4	00000009	C	DPadLeft
.rdata:007334F0	0000000C	C	RightStickY
.rdata:007334FC	0000000C	C	RightStickX
.rdata:00733508	0000000B	C	LeftStickY
.rdata:00733514	0000000B	C	LeftStickX
.rdata:00733520	0000000C	C	Port3\\Slot0
.rdata:0073352C	0000000C	C	Port2\\Slot0
.rdata:00733538	0000000C	C	Port1\\Slot0
.rdata:00733544	0000000C	C	Port0\\Slot0
.rdata:00733570	0000000B	C	Joystick%d
.rdata:0073357C	00000015	C	ControllerFlowClient
.rdata:00733598	0000000B	C	%s(false);
.rdata:007335A4	0000000A	C	%s(true);
.rdata:007335B0	00000007	C	Button
.rdata:007335B8	00000007	C	RzAxis
.rdata:007335C0	00000007	C	RyAxis
.rdata:007335C8	00000006	C	YAxis
.rdata:007335D0	00000006	C	ZAxis
.rdata:007335D8	00000007	C	RxAxis
.rdata:007335E0	00000006	C	XAxis
.rdata:007335E8	0000000C	C	PSX/USB Pad
.rdata:007335F4	00000019	C	Logitech Dual Action USB
.rdata:00733610	00000015	C	Logitech Dual Action
.rdata:00733628	00000014	C	PS TO USB CONVERTOR
.rdata:0073363C	00000016	C	SmartJoy PLUS AtapAer
.rdata:00733654	0000001A	C	SmartJoy PLUS USB Adapter
.rdata:00733670	00000016	C	SmartJoy PLUS Adapter
.rdata:00733688	00000017	C	Interact Gaming Device
.rdata:007336A0	0000000B	C	Y Rotation
.rdata:007336AC	0000000B	C	X Rotation
.rdata:007336C8	0000000A	C	Button 10
.rdata:007336D4	0000000A	C	Button 11
.rdata:007336E0	00000009	C	Button 8
.rdata:007336EC	00000009	C	Button 6
.rdata:007336F8	00000009	C	Button 2
.rdata:00733704	00000009	C	Button 9
.rdata:00733710	00000009	C	Button 7
.rdata:0073371C	00000009	C	Button 3
.rdata:00733728	00000009	C	Button 1
.rdata:00733734	00000009	C	Button 5
.rdata:00733740	00000009	C	Button 4
.rdata:0073374C	0000000B	C	Hat Switch
.rdata:00733758	0000000B	C	Z Rotation
.rdata:00733764	00000007	C	Y Axis
.rdata:0073376C	00000007	C	X Axis
.rdata:00733778	00000009	C	Button 0
.rdata:00733788	0000000B	C	Right_Ctrl
.rdata:00733798	00000006	C	Esc E
.rdata:007337A0	00000006	C	V T X
.rdata:007337B8	00000008	C	Up Down
.rdata:007337C0	0000000B	C	Right Left
.rdata:007337D4	0000000D	C	Media Select
.rdata:007337E4	0000000E	C	Right Windows
.rdata:007337F4	0000000D	C	Left Windows
.rdata:00733804	00000007	C	Delete
.rdata:0073380C	00000007	C	Insert
.rdata:00733814	0000000A	C	Page Down
.rdata:0073382C	00000006	C	Right
.rdata:0073383C	00000008	C	Page Up
.rdata:00733850	0000000A	C	Right Alt
.rdata:0073385C	00000009	C	Numpad /
.rdata:00733868	0000000A	C	Volume Up
.rdata:00733874	0000000C	C	Volume Down
.rdata:00733880	0000000B	C	Media Stop
.rdata:0073388C	0000000B	C	Play Pause
.rdata:007338A0	0000000B	C	Right Ctrl
.rdata:007338AC	0000000D	C	Numpad Enter
.rdata:007338BC	0000000B	C	Next Track
.rdata:007338C8	0000000F	C	Previous Track
.rdata:007338D8	00000009	C	Numpad .
.rdata:007338E4	00000009	C	Numpad 0
.rdata:007338F0	00000009	C	Numpad 3
.rdata:007338FC	00000009	C	Numpad 1
.rdata:00733908	00000009	C	Numpad +
.rdata:00733914	00000009	C	Numpad 5
.rdata:00733920	00000009	C	Numpad -
.rdata:0073392C	00000009	C	Numpad 9
.rdata:00733938	00000009	C	Numpad 7
.rdata:0073394C	0000000A	C	Caps Lock
.rdata:00733958	00000006	C	Space
.rdata:00733964	0000000C	C	Right Shift
.rdata:00733990	00000006	C	Shift
.rdata:007339B8	00000006	C	Enter
.rdata:007339E8	0000000B	C	Back Space
.rdata:00733A18	00000007	C	Analog
.rdata:00733A3C	0000000A	C	ActionMap
.rdata:00733A48	0000000F	C	DecorActionMap
.rdata:00733A58	00000024	C	CAD_TriangleButtonSelectorActionMap
.rdata:00733A7C	00000016	C	CAD_TriangleActionMap
.rdata:00733A94	00000014	C	CAD_CircleActionMap
.rdata:00733ABC	0000000B	C	DataBroker
.rdata:00733ACC	00000014	C	[HUD_BALLSSPACE]%+i
.rdata:00733AEC	00000013	C	$ReputationExotics
.rdata:00733B00	00000013	C	$ReputationSkilled
.rdata:00733B14	00000013	C	$ReputationMission
.rdata:00733B28	00000016	C	$FrontStatus_COMPLETE
.rdata:00733B40	00000013	C	$FrontStatus_OWNED
.rdata:00733B54	00000016	C	$FrontStatus_UNLOCKED
.rdata:00733B6C	00000014	C	$FrontStatus_LOCKED
.rdata:00733B80	00000010	C	$FrontStatus_NA
.rdata:00733B90	00000010	C	$TurfStatus_MAX
.rdata:00733BA0	00000012	C	$TurfStatus_OWNED
.rdata:00733BB4	0000001B	C	$TurfStatus_FRONTSCOMPLETE
.rdata:00733BD0	00000015	C	$TurfStatus_UNLOCKED
.rdata:00733BE8	00000013	C	$TurfStatus_LOCKED
.rdata:00733BFC	00000012	C	$Turf_IslandOcean
.rdata:00733C10	00000011	C	$Turf_MiamiOcean
.rdata:00733C24	00000014	C	$Turf_Tranquilandia
.rdata:00733C38	00000018	C	$Turf_BlackSandsFreeway
.rdata:00733C50	00000011	C	$Turf_ShadyGrove
.rdata:00733C64	00000011	C	$Turf_BeachDrive
.rdata:00733C78	00000012	C	$Turf_TrailerPark
.rdata:00733C8C	00000018	C	$Turf_SouthBeachFreeway
.rdata:00733CA4	00000018	C	$Turf_NorthBeachFreeway
.rdata:00733CBC	00000015	C	$Turf_IndustrialZone
.rdata:00733CD4	00000016	C	$Turf_DowntownFreeway
.rdata:00733CEC	0000000D	C	$Turf_BSANDS
.rdata:00733CFC	00000009	C	$Turf_LK
.rdata:00733D08	00000009	C	$Turf_DK
.rdata:00733D14	0000000C	C	$Turf_FROCK
.rdata:00733D20	0000000F	C	$Turf_DOWNTOWN
.rdata:00733D30	00000013	C	$Turf_LITTLEHAVANA
.rdata:00733D44	00000011	C	$Turf_SOUTHBEACH
.rdata:00733D58	00000011	C	$Turf_NORTHBEACH
.rdata:00733D6C	0000001F	C	$DB_EVENT_UNPLUGGED_CONTROLLER
.rdata:00733D8C	00000016	C	$DB_EVENT_DRIVE_ERROR
.rdata:00733DA4	0000001E	C	$DB_EVENT_FRONT_ATTACK_SOUNDS
